band1,band2,band3,class
31,105,162,2
37,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,105,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,174,2
31,97,162,2
31,97,162,2
31,105,162,2
37,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,82,151,2
31,97,162,2
31,90,151,2
31,97,162,2
37,105,162,2
37,97,162,2
31,97,162,2
31,105,174,2
31,97,162,2
31,105,162,2
37,97,162,2
37,97,162,2
37,105,162,2
37,90,162,2
37,105,162,2
37,97,162,2
37,97,162,2
31,105,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
37,97,162,2
37,105,162,2
37,97,162,2
37,97,162,2
37,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
37,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,174,2
31,97,174,2
37,97,162,2
37,90,162,2
37,105,162,2
37,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
37,97,162,2
31,105,174,2
31,97,162,2
31,97,174,2
31,105,174,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,174,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,105,162,2
31,90,151,2
31,105,162,2
37,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,105,162,2
31,97,162,2
31,105,162,2
37,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,105,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,174,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
37,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
37,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,174,2
31,97,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
37,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,174,2
31,90,162,2
31,97,174,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
37,97,162,2
37,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,151,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
37,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
37,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,162,2
31,105,162,2
31,105,151,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,174,2
37,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,151,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
37,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,105,174,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,97,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,105,151,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,174,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,174,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,151,2
31,82,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
37,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
37,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,174,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,97,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,90,162,2
31,105,162,2
31,97,151,2
31,97,162,2
31,97,162,2
31,90,151,2
31,105,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,162,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,90,151,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,174,2
31,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,97,162,2
37,97,162,2
31,97,162,2
31,105,162,2
31,90,162,2
31,105,162,2
31,97,162,2
31,97,162,2
31,105,162,2
31,97,162,2
31,105,162,2
31,97,151,2
31,97,162,2
37,97,162,2
31,90,162,2
31,105,162,2
31,90,162,2
31,97,162,2
31,97,162,2
31,90,162,2
